date,China,USA,Vietnam,Australia,Japan,HongKong,Singapore,Norway,Panama,Taiwan
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-02-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-03-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-04-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-05-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
2000-06-01,,,,,,,,,,
